"Silo_pallipes <unknown description>","Polycentropus_flavomaculatus <unknown description>","Nemoura_sp <unknown description>","Hydropsyche_saxonica <unknown description>","Isoperla_sp <unknown description>","Leuctra_sp <unknown description>","Neureclipsis_bimaculata <unknown description>","Oxyethira_sp <unknown description>","Simuliidae <unknown description>","Taeniopteryx_nebulosa <unknown description>","Hydraena_sp <unknown description>","Micrasema_setiferum <unknown description>","Hydropsyche_siltalai <unknown description>","Plectrocnemia_sp <unknown description>","Ephemerella_aurivillii <unknown description>","Polycentropus_irroratus <unknown description>","Nemoura_cinerea <unknown description>","Baetis_vernus_group <unknown description>","Leptophlebia_sp <unknown description>","Sphaerium_sp <unknown description>","Protonemura_sp <unknown description>","Micrasema_gelidum <unknown description>","Agapetus_sp <unknown description>","Oulimnius_tuberculatus <unknown description>","Lepidostoma_hirtum <unknown description>","Elmis_aenea <unknown description>","Rhyacophila_nubila <unknown description>","Diura_sp <unknown description>","Limnius_volckmari <unknown description>","Baetis_rhodani <unknown description>","Sialis_sp <unknown description>","Kageronia_fuscogrisea <unknown description>","Hydropsyche_pellucidula <unknown description>","Ameletus_inopinatus <unknown description>","Ephemerella_mucronata <unknown description>","Leuctra_nigra <unknown description>","Capnopsis_schilleri <unknown description>","Heptagenia_sulphurea <unknown description>","Amphinemura_borealis <unknown description>"
"Hydraena_sp <unknown description>",0.326031074009693,0.371228158408586,0.30461978249221,0.325109483113906,0.273534725071943,0.254272019965413,0.414723209480212,0.316056884818056,0.248550690649538,0.241765428932425,0,0.328076850873813,0.311450226513466,0.364817814194055,0.313243435961054,0.374839879879225,0.278497667210126,0.285982933184161,0.337636093653197,0.448915464441256,0.279810869140205,0.255338075014941,0.307860093136102,0.204304749613072,0.295860761252622,0.228103376795148,0.240353785761699,0.322275129441195,0.263162278714592,0.293354474597777,0.219789264103239,0.272299551871819,0.293904566607831,0.265571935924034,0.28935829782671,0.281196953705362,0.310194646026994,0.270462067387657,0.278690667050517
"Micrasema_setiferum <unknown description>",0.211823518253011,0.352348654854299,0.337517775277758,0.373382074144803,0.334064946397171,0.300391610420635,0.328398981502868,0.343291264374687,0.285357349928181,0.31713075390754,0.328076850873813,0,0.32220380184933,0.319988704402157,0.309130071135996,0.388337786138206,0.349622899275812,0.343849252718944,0.393586358783593,0.442003855708573,0.341265575113513,0.141706717700756,0.304907424310522,0.291132943812206,0.251313128615523,0.27294347733765,0.304816819930968,0.37112810905882,0.291929014565606,0.29939755941895,0.282690657977132,0.294852999506818,0.310858464198051,0.30301630644519,0.345837520639278,0.326369810305536,0.336313423153931,0.327190198524087,0.341079141274801
"Hydropsyche_siltalai <unknown description>",0.27695379076999,0.293813934652949,0.362680317221516,0.182792622409034,0.344020423925915,0.34598771416591,0.310775553291499,0.277560209681928,0.280538998259681,0.289542639907404,0.311450226513466,0.32220380184933,0,0.290740808102101,0.368114569166967,0.321036274686788,0.350729580056272,0.363169877415517,0.396839025468542,0.487832029751207,0.336829460830891,0.313507272827976,0.302137312866379,0.346721025661988,0.328299719046946,0.330063341771815,0.307860093136102,0.400555112705484,0.321968076537248,0.377193879991029,0.320459479264805,0.353698107569732,0.189832675686668,0.35524503111982,0.349650676137559,0.346377693928227,0.374826079333038,0.372703411529268,0.33488711167494
"Plectrocnemia_sp <unknown description>",0.252754072682275,0.137025851599643,0.361935937901288,0.310598755521488,0.371582539368628,0.34665040247216,0.19639658240233,0.331003950506774,0.352058034188978,0.33095872716658,0.364817814194055,0.319988704402157,0.290740808102101,0,0.38241972270841,0.179620370080581,0.37387808491319,0.393678597865566,0.461640180899562,0.459455573368927,0.383915941382032,0.290825920925731,0.313628575642194,0.353283494871136,0.343849252718944,0.340125626663343,0.28243475719554,0.418891881752434,0.362899175835079,0.393678597865566,0.346507624400493,0.319262616897797,0.288275793180486,0.36786620434446,0.369173914984922,0.377543925820938,0.400199951655901,0.400881495106003,0.374297161165664
"Ephemerella_aurivillii <unknown description>",0.324103768970546,0.454639097475519,0.244118387478012,0.367487741708455,0.246896172400313,0.233336650090452,0.43189163146724,0.372159387381989,0.240649857321062,0.243382104557101,0.313243435961054,0.309130071135996,0.368114569166967,0.38241972270841,0,0.455342055267633,0.276003880945921,0.290873064647785,0.26127687928768,0.468632922499489,0.282133163108644,0.283728620909844,0.265571935924034,0.269421374298727,0.300566630092566,0.296094791271023,0.281387848667876,0.260313268157273,0.338980115104979,0.314435310006718,0.272766945450623,0.24198416594894,0.367487741708455,0.218692265407737,0.204173388377098,0.222908282966752,0.263396720324274,0.25038772510713,0.271808027269622
"Polycentropus_irroratus <unknown description>",0.355546563567829,0.124012872357575,0.425034990500518,0.355860471831709,0.447766152757332,0.373244570465371,0.224452886805548,0.362899175835079,0.37752152323386,0.397724423478841,0.374839879879225,0.388337786138206,0.321036274686788,0.179620370080581,0.455342055267633,0,0.411518401738255,0.430693482894883,0.461640180899562,0.518610982829591,0.400639908415802,0.326031074009693,0.373838162697036,0.369933300085125,0.40430616602879,0.396172465027244,0.357139924270803,0.435015274236248,0.412480406717937,0.448811407121905,0.388085687602713,0.401990511483339,0.317987484752729,0.425361908703854,0.429313874289607,0.445808368009905,0.442478645669933,0.40407625401819,0.410392479617079
"Nemoura_cinerea <unknown description>",0.342382585500603,0.365130836950674,0.126317023900672,0.346507624400493,0.212186913508543,0.196671013547677,0.363904061088674,0.366388370846611,0.230456335340735,0.201850628106183,0.278497667210126,0.349622899275812,0.350729580056272,0.37387808491319,0.276003880945921,0.411518401738255,0,0.278690667050517,0.287437245774276,0.42536587885268,0.222164578884274,0.328919268818327,0.326557115811714,0.248394688576951,0.303177619882837,0.308179971734929,0.242798793025109,0.255562531375869,0.270563372868914,0.27332740474215,0.219532993862137,0.248394688576951,0.322260449431188,0.238087386871856,0.258274844618435,0.21232587737073,0.24094907415703,0.263162278714592,0.16359597648039
"Baetis_vernus_group <unknown description>",0.357651358909103,0.434859025356086,0.298845844745874,0.361516912675896,0.291768749147377,0.278143009079528,0.450681637694293,0.386501635513868,0.296861160171143,0.266027616069084,0.285982933184161,0.343849252718944,0.363169877415517,0.393678597865566,0.290873064647785,0.430693482894883,0.278690667050517,0,0.327564675649274,0.415302870518281,0.262722925366715,0.331540938901266,0.36817276032969,0.295637505004561,0.370504817017941,0.307968358059435,0.297616769028972,0.313243435961054,0.296094791271023,0.221609646874474,0.296339558091029,0.298613704268208,0.357389310943506,0.30461978249221,0.280605908214812,0.290160003493331,0.325922317048618,0.308179971734929,0.310194646026994
"Leptophlebia_sp <unknown description>",0.39374703215529,0.527039382783789,0.311103164566233,0.421790464947664,0.28006570436066,0.256884216892144,0.467450462891678,0.38977177000109,0.287831791944655,0.279465685185667,0.337636093653197,0.393586358783593,0.396839025468542,0.461640180899562,0.26127687928768,0.461640180899562,0.287437245774276,0.327564675649274,0,0.517656699287987,0.275269394180323,0.382803016079199,0.346119904045798,0.333263601093939,0.36337582904621,0.335446414533965,0.372910683955006,0.23283165012177,0.287666217229126,0.321968076537248,0.315945931005233,0.299088812193334,0.420362210943499,0.265008165297115,0.273752234866459,0.297137927356842,0.259496591876537,0.257698652958839,0.302100869495024
"Sphaerium_sp <unknown description>",0.432516143819803,0.480714063144824,0.44984629245053,0.506639492192037,0.422441002124064,0.446454812186359,0.554365689984925,0.519626800220632,0.422441002124064,0.402236232955126,0.448915464441256,0.442003855708573,0.487832029751207,0.459455573368927,0.468632922499489,0.518610982829591,0.42536587885268,0.415302870518281,0.517656699287987,0,0.436379186888192,0.398882416960511,0.488609104760905,0.480714063144824,0.439069186771659,0.4672313124362,0.473521104372447,0.489981651746405,0.485648293645645,0.411958376442883,0.442226102148869,0.418453526002236,0.506284308218932,0.478129354963374,0.425889291653595,0.43936249469038,0.475064145309098,0.460122034395594,0.443280166352077
"Protonemura_sp <unknown description>",0.350513383426993,0.423877669830308,0.193321230015461,0.361935937901288,0.213152964413224,0.194540524756432,0.44654469475999,0.347155230432713,0.23283165012177,0.194921778144546,0.279810869140205,0.341265575113513,0.336829460830891,0.383915941382032,0.282133163108644,0.400639908415802,0.222164578884274,0.262722925366715,0.275269394180323,0.436379186888192,0,0.311450226513466,0.341675559005802,0.250851710811017,0.336313423153931,0.270273159186418,0.278143009079528,0.242449486205049,0.289943532429121,0.261364325509146,0.272164626671972,0.262323165828434,0.311768618055669,0.25374940216367,0.259210998906655,0.233719514973334,0.226165581613587,0.233336650090452,0.219931021365124
"Micrasema_gelidum <unknown description>",0.184050276107145,0.310541465566126,0.311768618055669,0.305431838395315,0.288599327737109,0.259005076675212,0.310953264205295,0.339802512537222,0.274434074423996,0.291481180095484,0.255338075014941,0.141706717700756,0.313507272827976,0.290825920925731,0.283728620909844,0.326031074009693,0.328919268818327,0.331540938901266,0.382803016079199,0.398882416960511,0.311450226513466,0,0.271401218962917,0.258113314121291,0.187083195188919,0.308783534562417,0.247253488183803,0.340897782058959,0.308349842063938,0.31428462984163,0.258188908800727,0.280157635644212,0.313505740454198,0.297794184458351,0.324328809728182,0.286451312894,0.318193763432275,0.309735050460045,0.300391610420635
"Agapetus_sp <unknown description>",0.277235202198331,0.319988704402157,0.295032766696307,0.293565674373161,0.286286187972548,0.274735343410868,0.335054315114234,0.260710740083575,0.247664838415089,0.280273990035027,0.307860093136102,0.304907424310522,0.302137312866379,0.313628575642194,0.265571935924034,0.373838162697036,0.326557115811714,0.36817276032969,0.346119904045798,0.488609104760905,0.341675559005802,0.271401218962917,0,0.26535899604903,0.304835002935954,0.294684209302773,0.242463127442806,0.328198686756154,0.299803681330449,0.355473665026885,0.29701828585732,0.30301630644519,0.310858464198051,0.303350198934679,0.316056884818056,0.299577687238483,0.33054006972746,0.295637505004561,0.300391610420635
"Oulimnius_tuberculatus <unknown description>",0.309130071135996,0.381648723165117,0.268909468427459,0.308118710750621,0.248111977928704,0.266811079290922,0.353484428868675,0.319397359798352,0.275808814692142,0.266027616069084,0.204304749613072,0.291132943812206,0.346721025661988,0.353283494871136,0.269421374298727,0.369933300085125,0.248394688576951,0.295637505004561,0.333263601093939,0.480714063144824,0.250851710811017,0.258113314121291,0.26535899604903,0,0.313243435961054,0.213344620849363,0.232410614458498,0.299088812193334,0.226165581613587,0.291353970161986,0.243551922137951,0.273130309818137,0.312332476422329,0.256535920801234,0.284504686048077,0.269620075443033,0.266027616069084,0.281801047336381,0.251669587104208
"Lepidostoma_hirtum <unknown description>",0.234843723688055,0.383443904656157,0.316056884818056,0.339829139570687,0.294684209302773,0.332948343348411,0.353484428868675,0.338754344361741,0.297616769028972,0.341675559005802,0.295860761252622,0.251313128615523,0.328299719046946,0.343849252718944,0.300566630092566,0.40430616602879,0.303177619882837,0.370504817017941,0.36337582904621,0.439069186771659,0.336313423153931,0.187083195188919,0.304835002935954,0.313243435961054,0,0.33225151548458,0.274624212408061,0.322502959844672,0.301607725190519,0.374483826352813,0.308482858753559,0.342382585500603,0.337390878588541,0.309320419120638,0.331063886443987,0.349345721686542,0.367715691832069,0.348772448823802,0.302100869495024
"Elmis_aenea <unknown description>",0.332948343348411,0.383587127841741,0.285197061355148,0.430432438245622,0.304152276419458,0.283404335614173,0.365307399449938,0.331634468707954,0.262138220307665,0.241765428932425,0.228103376795148,0.27294347733765,0.330063341771815,0.340125626663343,0.296094791271023,0.396172465027244,0.308179971734929,0.307968358059435,0.335446414533965,0.4672313124362,0.270273159186418,0.308783534562417,0.294684209302773,0.213344620849363,0.33225151548458,0,0.248248438254127,0.341898116951919,0.224097723459845,0.301377511950356,0.248248438254127,0.253919606670243,0.351199656491149,0.306144987642744,0.323083418788319,0.299342570121135,0.280330727658122,0.287437245774276,0.276650793708622
"Rhyacophila_nubila <unknown description>",0.258113314121291,0.316657974081292,0.261239991014301,0.29373467315416,0.252998046153456,0.261643561379029,0.28935829782671,0.346065616464828,0.244889760358834,0.237651076478246,0.240353785761699,0.304816819930968,0.307860093136102,0.28243475719554,0.281387848667876,0.357139924270803,0.242798793025109,0.297616769028972,0.372910683955006,0.473521104372447,0.278143009079528,0.247253488183803,0.242463127442806,0.232410614458498,0.274624212408061,0.248248438254127,0,0.299342570121135,0.261963279203372,0.327424794852142,0.232289094796758,0.253333120761009,0.280538998259681,0.272600753435176,0.319958408615733,0.253606538716501,0.279331891462403,0.281186623003824,0.237524695258748
"Diura_sp <unknown description>",0.389343209134093,0.457823368472027,0.233719514973334,0.379348027588609,0.169158786455192,0.22274139511366,0.467965297346147,0.421313215112499,0.254663490530306,0.237365096907046,0.322275129441195,0.37112810905882,0.400555112705484,0.418891881752434,0.260313268157273,0.435015274236248,0.255562531375869,0.313243435961054,0.23283165012177,0.489981651746405,0.242449486205049,0.340897782058959,0.328198686756154,0.299088812193334,0.322502959844672,0.341898116951919,0.299342570121135,0,0.305686185470724,0.337105344698044,0.300464818203249,0.255323338177804,0.406846365462333,0.240407667247409,0.289561371498077,0.229326881345983,0.225605274122378,0.211297749767424,0.234836578970788
"Limnius_volckmari <unknown description>",0.316056884818056,0.404855872363091,0.260313268157273,0.34665040247216,0.27332740474215,0.28935829782671,0.357139924270803,0.332577374910665,0.274217684479064,0.285448674653812,0.263162278714592,0.291929014565606,0.321968076537248,0.362899175835079,0.338980115104979,0.412480406717937,0.270563372868914,0.296094791271023,0.287666217229126,0.485648293645645,0.289943532429121,0.308349842063938,0.299803681330449,0.226165581613587,0.301607725190519,0.224097723459845,0.261963279203372,0.305686185470724,0,0.307164333721149,0.278219255243917,0.287218818541797,0.356525261356176,0.272766945450623,0.352908016648156,0.28935829782671,0.260313268157273,0.287666217229126,0.26780400331244
"Baetis_rhodani <unknown description>",0.331420138730849,0.42117693573929,0.275808814692142,0.394101730213187,0.295425060697197,0.277560209681928,0.432229359226568,0.348772448823802,0.297616769028972,0.261963279203372,0.293354474597777,0.29939755941895,0.377193879991029,0.393678597865566,0.314435310006718,0.448811407121905,0.27332740474215,0.221609646874474,0.321968076537248,0.411958376442883,0.261364325509146,0.31428462984163,0.355473665026885,0.291353970161986,0.374483826352813,0.301377511950356,0.327424794852142,0.337105344698044,0.307164333721149,0,0.249912753748902,0.266355258982136,0.358917536126739,0.259005076675212,0.303533997852474,0.276003880945921,0.315582773642004,0.307650094798055,0.303350198934679
"Sialis_sp <unknown description>",0.307650094798055,0.355154019312938,0.23522975004463,0.345922987893071,0.23014347160358,0.226718340326099,0.329437304589294,0.344020423925915,0.22942901250416,0.216709114204455,0.219789264103239,0.282690657977132,0.320459479264805,0.346507624400493,0.272766945450623,0.388085687602713,0.219532993862137,0.296339558091029,0.315945931005233,0.442226102148869,0.272164626671972,0.258188908800727,0.29701828585732,0.243551922137951,0.308482858753559,0.248248438254127,0.232289094796758,0.300464818203249,0.278219255243917,0.249912753748902,0,0.235377353137186,0.323154923165627,0.22024160997907,0.283561131436251,0.234462956769586,0.244118387478012,0.266027616069084,0.230000957249055
"Kageronia_fuscogrisea <unknown description>",0.29701828585732,0.374297161165664,0.245961579347393,0.368533217090683,0.233336650090452,0.236671971747659,0.43757541686936,0.373838162697036,0.204533511862381,0.199202664525951,0.272299551871819,0.294852999506818,0.353698107569732,0.319262616897797,0.24198416594894,0.401990511483339,0.248394688576951,0.298613704268208,0.299088812193334,0.418453526002236,0.262323165828434,0.280157635644212,0.30301630644519,0.273130309818137,0.342382585500603,0.253919606670243,0.253333120761009,0.255323338177804,0.287218818541797,0.266355258982136,0.235377353137186,0,0.347773629979563,0.216539761267072,0.210692094734516,0.227768156822544,0.233719514973334,0.198926369104934,0.234962897960055
"Hydropsyche_pellucidula <unknown description>",0.291237874656782,0.331311776348636,0.358761324061959,0.184583189980566,0.353924479105658,0.371398577970434,0.338150300238195,0.293510919546244,0.325613437364557,0.357139924270803,0.293904566607831,0.310858464198051,0.189832675686668,0.288275793180486,0.367487741708455,0.317987484752729,0.322260449431188,0.357389310943506,0.420362210943499,0.506284308218932,0.311768618055669,0.313505740454198,0.310858464198051,0.312332476422329,0.337390878588541,0.351199656491149,0.280538998259681,0.406846365462333,0.356525261356176,0.358917536126739,0.323154923165627,0.347773629979563,0,0.338339387827371,0.342134699701612,0.383200179112883,0.38776078890563,0.360129064390936,0.340743652672624
"Ameletus_inopinatus <unknown description>",0.34440038162031,0.399649030866413,0.222908282966752,0.362474507947551,0.207117496941602,0.219532993862137,0.41794267300454,0.361194007450457,0.232681928819748,0.227334284261374,0.265571935924034,0.30301630644519,0.35524503111982,0.36786620434446,0.218692265407737,0.425361908703854,0.238087386871856,0.30461978249221,0.265008165297115,0.478129354963374,0.25374940216367,0.297794184458351,0.303350198934679,0.256535920801234,0.309320419120638,0.306144987642744,0.272600753435176,0.240407667247409,0.272766945450623,0.259005076675212,0.22024160997907,0.216539761267072,0.338339387827371,0,0.245250613979384,0.23900299096644,0.24432610344984,0.219852652503067,0.251669587104208
"Ephemerella_mucronata <unknown description>",0.351453439664546,0.43757541686936,0.270661153944159,0.35667932791806,0.261021405543239,0.225250220467652,0.451102886621426,0.356186716921236,0.252498471906744,0.227469668440282,0.28935829782671,0.345837520639278,0.349650676137559,0.369173914984922,0.204173388377098,0.429313874289607,0.258274844618435,0.280605908214812,0.273752234866459,0.425889291653595,0.259210998906655,0.324328809728182,0.316056884818056,0.284504686048077,0.331063886443987,0.323083418788319,0.319958408615733,0.289561371498077,0.352908016648156,0.303533997852474,0.283561131436251,0.210692094734516,0.342134699701612,0.245250613979384,0,0.242930153310856,0.292271593659816,0.236893873492514,0.267613056830338
"Leuctra_nigra <unknown description>",0.340594708064947,0.393004414807071,0.210005675102112,0.376971322360138,0.201962812112171,0.153782945768883,0.383915941382032,0.380572271222469,0.216619828433348,0.182406918990319,0.281196953705362,0.326369810305536,0.346377693928227,0.377543925820938,0.222908282966752,0.445808368009905,0.21232587737073,0.290160003493331,0.297137927356842,0.43936249469038,0.233719514973334,0.286451312894,0.299577687238483,0.269620075443033,0.349345721686542,0.299342570121135,0.253606538716501,0.229326881345983,0.28935829782671,0.276003880945921,0.234462956769586,0.227768156822544,0.383200179112883,0.23900299096644,0.242930153310856,0,0.225589254537444,0.228103376795148,0.219532993862137
"Capnopsis_schilleri <unknown description>",0.342914764865339,0.444243682965012,0.232074141004804,0.396832935565229,0.186348187081662,0.207117496941602,0.406126373902843,0.38241972270841,0.246129364215922,0.185628770595722,0.310194646026994,0.336313423153931,0.374826079333038,0.400199951655901,0.263396720324274,0.442478645669933,0.24094907415703,0.325922317048618,0.259496591876537,0.475064145309098,0.226165581613587,0.318193763432275,0.33054006972746,0.266027616069084,0.367715691832069,0.280330727658122,0.279331891462403,0.225605274122378,0.260313268157273,0.315582773642004,0.244118387478012,0.233719514973334,0.38776078890563,0.24432610344984,0.292271593659816,0.225589254537444,0,0.245250613979384,0.203171536561174
"Heptagenia_sulphurea <unknown description>",0.372910683955006,0.410687040504693,0.25272966260803,0.365307399449938,0.208053566184095,0.22274139511366,0.450681637694293,0.359836531736422,0.239214075761132,0.254272019965413,0.270462067387657,0.327190198524087,0.372703411529268,0.400881495106003,0.25038772510713,0.40407625401819,0.263162278714592,0.308179971734929,0.257698652958839,0.460122034395594,0.233336650090452,0.309735050460045,0.295637505004561,0.281801047336381,0.348772448823802,0.287437245774276,0.281186623003824,0.211297749767424,0.287666217229126,0.307650094798055,0.266027616069084,0.198926369104934,0.360129064390936,0.219852652503067,0.236893873492514,0.228103376795148,0.245250613979384,0,0.267339184515896
"Amphinemura_borealis <unknown description>",0.289542639907404,0.409784513053222,0.180720274408023,0.368533217090683,0.189963737895343,0.199114484193891,0.335054315114234,0.316994683479846,0.211626186144685,0.179709673651549,0.278690667050517,0.341079141274801,0.33488711167494,0.374297161165664,0.271808027269622,0.410392479617079,0.16359597648039,0.310194646026994,0.302100869495024,0.443280166352077,0.219931021365124,0.300391610420635,0.300391610420635,0.251669587104208,0.302100869495024,0.276650793708622,0.237524695258748,0.234836578970788,0.26780400331244,0.303350198934679,0.230000957249055,0.234962897960055,0.340743652672624,0.251669587104208,0.267613056830338,0.219532993862137,0.203171536561174,0.267339184515896,0
